"TOA5","CR3000","CR3000","5938","CR3000.Std.21","CPU:ARAPIRACA-ufal24032012.CR3","35936","Table1"
"TIMESTAMP","RECORD","BattV_Avg","BP_kPa_Avg","VV_10m_Avg","Dv_10m","VV_2m_Avg","Ts_5cm_Avg","Ts_10cm_Avg","Ts_20cm_Avg","Ts_30cm_Avg","Ts_60cm_Avg","VW_30cm_Avg","PA_uS_Avg","VW_60cm_Avg","PA_uS_2_Avg","Tar_2m_Avg","AirTC_Avg","RH","VV_50cm_Avg","Rain_mm_Tot"
"2017-10-06 15:40:00",132803,12.94,101.3,5.407,138.7,0,35.16,33.88,31.77,29.77,28.6,0.097,20.44,0.125,21.64,29.62,29.49,53.58,2.421,0
"2017-10-06 15:50:00",132804,12.94,101.3,4.705,114.8,0,34.73,33.78,31.81,29.82,28.6,0.097,20.44,0.125,21.64,28.97,28.75,53.27,2.233,0
"2017-10-06 16:00:00",132805,12.95,101.3,4.428,70.31,0,34.35,33.68,31.85,29.88,28.61,0.097,20.44,0.125,21.64,29.12,28.92,53.83,1.827,0
"2017-10-06 16:10:00",132806,12.96,101.3,4.757,82.3,0,34.04,33.56,31.87,29.93,28.61,0.097,20.44,0.125,21.64,28.89,28.71,55.02,2.025,0
"2017-10-06 16:20:00",132807,12.96,101.3,5.051,111.8,0,33.73,33.45,31.89,29.98,28.61,0.097,20.44,0.125,21.64,28.29,28.09,55.81,2.486,0
"2017-10-06 16:30:00",132808,12.97,101.3,4.341,100.8,0,33.4,33.33,31.91,30.02,28.62,0.097,20.44,0.125,21.64,28.11,27.88,56.26,1.813,0
"2017-10-06 16:40:00",132809,12.97,101.3,5.393,113.2,0,33.06,33.2,31.91,30.07,28.62,0.097,20.44,0.125,21.64,27.63,27.43,56.87,2.464,0
"2017-10-06 16:50:00",132810,12.98,101.3,5.143,94.6,0,32.71,33.07,31.91,30.11,28.63,0.097,20.44,0.125,21.64,27.15,26.94,58.12,2.317,0
"2017-10-06 17:00:00",132811,12.99,101.3,5.025,91.7,0,32.41,32.93,31.91,30.15,28.63,0.097,20.43,0.125,21.64,26.81,26.61,60.41,2.197,0
"2017-10-06 17:10:00",132812,12.93,101.3,5.882,107.1,0,32.15,32.79,31.9,30.19,28.64,0.097,20.43,0.125,21.64,26.3,26.12,62.58,2.695,0
"2017-10-06 17:20:00",132813,12.8,101.3,5.972,77.26,0,31.88,32.66,31.88,30.23,28.64,0.097,20.43,0.125,21.64,25.81,25.64,63.46,2.683,0
"2017-10-06 17:30:00",132814,12.72,101.4,5.237,92.6,0,31.62,32.52,31.86,30.26,26.9,0.097,20.43,0.125,21.64,25.47,25.29,64.3,2.298,0
"2017-10-06 17:40:00",132815,12.69,101.4,5.822,66.08,0,31.38,32.38,31.84,30.29,22.92,0.097,20.43,0.125,21.64,25.16,24.98,65.37,2.647,0
"2017-10-06 17:50:00",132816,12.66,101.4,5.722,109.5,0,31.14,32.25,31.81,30.32,-40.66,0.097,20.42,0.125,21.65,24.9,24.73,67.04,2.63,0
"2017-10-06 18:00:00",132817,12.65,101.4,5.375,110,0,30.94,32.12,31.78,30.35,-89.1,0.097,20.42,0.125,21.65,24.63,24.48,68.77,2.351,0
"2017-10-06 18:10:00",132818,12.64,101.4,5.007,84.5,0,30.76,31.99,31.74,30.37,-74.07,0.097,20.42,0.125,21.65,24.36,24.24,70.06,2.086,0
"2017-10-06 18:20:00",132819,12.63,101.4,4.894,111.4,0,30.59,31.86,31.7,30.39,-21.95,0.097,20.42,0.125,21.65,24.13,23.98,71.14,2.15,0
"2017-10-06 18:30:00",132820,12.62,101.4,5.19,93.2,0,30.43,31.74,31.66,30.41,-82.1,0.097,20.42,0.125,21.65,23.92,23.75,72.36,2.367,0
"2017-10-06 18:40:00",132821,12.62,101.4,4.993,92.6,0,30.27,31.62,31.62,30.42,-52.08,0.097,20.42,0.125,21.65,23.73,23.56,73.5,2.114,0
"2017-10-06 18:50:00",132822,12.61,101.4,4.549,106.2,0,30.12,31.5,31.57,30.44,-82.8,0.097,20.41,0.125,21.65,23.59,23.42,74.41,1.875,0
"2017-10-06 19:00:00",132823,12.6,101.4,5.1,96.1,0,29.99,31.39,31.52,30.45,-189.6,0.097,20.41,0.125,21.65,23.45,23.28,75.23,2.247,0
"2017-10-06 19:10:00",132824,12.6,101.4,5,96.6,0,29.86,31.29,31.47,30.46,-271,0.097,20.41,0.125,21.65,23.35,23.18,76.71,2.304,0
"2017-10-06 19:20:00",132825,12.59,101.4,4.644,104.3,0,29.74,31.18,31.42,30.46,-230,0.097,20.41,0.125,21.65,23.26,23.09,77.86,2.096,0
"2017-10-06 19:30:00",132826,12.59,101.4,4.688,86,0,29.63,31.08,31.38,30.47,-241.6,0.097,20.41,0.125,21.65,23.17,23.01,79.02,2.03,0
"2017-10-06 19:40:00",132827,12.59,101.5,4.489,76.11,0,29.52,30.98,31.33,30.47,-269.3,0.097,20.41,0.125,21.65,23.08,22.92,79.83,2.073,0
"2017-10-06 19:50:00",132828,12.58,101.5,4.449,92.6,0,29.42,30.89,31.28,30.47,-273.1,0.097,20.4,0.125,21.65,23.02,22.85,80.1,1.945,0
"2017-10-06 20:00:00",132829,12.58,101.5,4.856,100,0,29.32,30.79,31.22,30.47,-205.2,0.097,20.4,0.125,21.65,22.96,22.78,80.2,2.164,0
"2017-10-06 20:10:00",132830,12.58,101.5,4.66,65.76,0,29.21,30.71,31.17,30.47,-217.5,0.097,20.4,0.125,21.65,22.89,22.71,80.7,2.155,0
"2017-10-06 20:20:00",132831,12.58,101.5,4.45,88.5,0,29.12,30.62,31.12,30.47,-167.8,0.097,20.4,0.125,21.65,22.72,22.58,81.8,1.756,0
"2017-10-06 20:30:00",132832,12.57,101.5,3.859,83.3,0,29.02,30.53,31.07,30.46,-11.55,0.096,20.4,0.125,21.65,22.53,22.39,82.6,1.288,0
"2017-10-06 20:40:00",132833,12.57,101.5,4.027,95.1,0,28.93,30.45,31.02,30.45,-138.8,0.096,20.4,0.125,21.65,22.4,22.26,83.2,1.355,0
"2017-10-06 20:50:00",132834,12.57,101.5,4.488,106.1,0,28.84,30.37,30.97,30.45,11.02,0.096,20.4,0.125,21.65,22.31,22.15,83.5,1.267,0
"2017-10-06 21:00:00",132835,12.57,101.5,4.868,91.3,0,28.75,30.29,30.92,30.44,-33.99,0.096,20.39,0.125,21.65,22.29,22.11,83.5,1.452,0
"2017-10-06 21:10:00",132836,12.56,101.5,5.061,64.4,0,28.65,30.22,30.87,30.43,7.569,0.096,20.39,0.125,21.65,22.2,22.05,83.9,1.397,0
"2017-10-06 21:20:00",132837,12.56,101.5,4.478,76.56,0,28.56,30.14,30.82,30.42,22.19,0.096,20.39,0.125,21.65,22.09,21.95,84.2,1.248,0
"2017-10-06 21:30:00",132838,12.56,101.5,4.386,54.14,0,28.48,30.06,30.77,30.4,22.17,0.096,20.39,0.125,21.65,22,21.86,84.6,1.28,0
"2017-10-06 21:40:00",132839,12.56,101.5,4.648,82.4,0,28.4,29.99,30.72,30.39,28.8,0.096,20.39,0.125,21.65,21.93,21.78,85,1.258,0
"2017-10-06 21:50:00",132840,12.55,101.5,5.12,68.28,0,28.32,29.92,30.67,30.38,28.88,0.096,20.39,0.125,21.65,21.92,21.75,85.1,1.471,0
"2017-10-06 22:00:00",132841,12.55,101.5,6.268,65.59,0,28.24,29.85,30.63,30.36,28.89,0.096,20.39,0.125,21.65,22.08,21.84,84.1,1.793,0
"2017-10-06 22:10:00",132842,12.55,101.5,6.42,57.49,0,28.16,29.78,30.58,30.34,28.9,0.096,20.39,0.125,21.65,22.17,21.96,83.8,1.883,0
"2017-10-06 22:20:00",132843,12.54,101.5,6.245,73.69,0,28.08,29.71,30.53,30.33,28.91,0.096,20.39,0.125,21.65,22.21,22,83.4,1.808,0
"2017-10-06 22:30:00",132844,12.54,101.5,5.439,84.3,0,28.01,29.64,30.48,30.31,28.92,0.096,20.39,0.125,21.65,22.17,22,83.6,1.347,0
"2017-10-06 22:40:00",132845,12.54,101.5,5.51,51.7,0,27.95,29.57,30.43,30.29,28.93,0.096,20.38,0.125,21.65,22.22,22.02,83.3,1.479,0
"2017-10-06 22:50:00",132846,12.54,101.5,5.612,78.73,0,27.88,29.51,30.38,30.28,28.93,0.096,20.38,0.125,21.65,22.21,22.02,83.3,1.288,0
"2017-10-06 23:00:00",132847,12.54,101.5,6.337,63.75,0,27.82,29.44,30.34,30.26,28.94,0.096,20.38,0.125,21.65,22.24,22.05,83.2,1.627,0
"2017-10-06 23:10:00",132848,12.53,101.5,5.811,65.23,0,27.75,29.38,30.29,30.24,28.95,0.096,20.38,0.125,21.65,22.23,22.05,83.3,1.597,0
"2017-10-06 23:20:00",132849,12.53,101.5,5.784,56.59,0,27.69,29.32,30.24,30.22,28.96,0.096,20.38,0.125,21.65,22.22,22.04,83.3,1.61,0
"2017-10-06 23:30:00",132850,12.53,101.5,5.165,70.11,0,27.64,29.26,30.2,30.2,28.97,0.096,20.38,0.125,21.65,22.17,22.01,83.7,1.198,0
"2017-10-06 23:40:00",132851,12.53,101.5,4.213,47.19,0,27.59,29.2,30.15,30.18,28.97,0.096,20.38,0.125,21.65,22.08,21.93,84.1,0.827,0
"2017-10-06 23:50:00",132852,12.52,101.5,4.213,42.16,0,27.55,29.15,30.11,30.16,28.98,0.096,20.38,0.125,21.65,22.03,21.88,84.4,0.866,0
"2017-10-07 00:00:00",132853,12.52,101.5,4.747,62.01,0,27.5,29.09,30.06,30.13,28.99,0.096,20.38,0.125,21.65,22,21.84,84.5,0.892,0
"2017-10-07 00:10:00",132854,12.52,101.5,4.483,63.58,0,27.44,29.04,30.01,30.11,28.99,0.096,20.38,0.125,21.65,22.02,21.83,84.3,0.775,0
"2017-10-07 00:20:00",132855,12.52,101.4,4.941,56.79,0,27.4,28.99,29.97,30.09,29,0.096,20.38,0.125,21.65,21.97,21.8,84.3,0.975,0
"2017-10-07 00:30:00",132856,12.51,101.4,4.434,57.04,0,27.35,28.93,29.93,30.07,29,0.096,20.37,0.125,21.65,21.95,21.78,84.5,0.825,0
"2017-10-07 00:40:00",132857,12.51,101.4,4.777,66.92,0,27.3,28.88,29.88,30.04,29.01,0.096,20.37,0.125,21.65,21.93,21.76,84.5,1.073,0
"2017-10-07 00:50:00",132858,12.51,101.4,4.88,72.29,0,27.24,28.83,29.84,30.02,29.01,0.096,20.37,0.125,21.65,21.91,21.72,84.2,0.998,0
"2017-10-07 01:00:00",132859,12.51,101.4,4.641,62.37,0,27.19,28.78,29.8,30,29.02,0.096,20.37,0.125,21.65,21.89,21.7,84.1,1.047,0
"2017-10-07 01:10:00",132860,12.51,101.4,4.931,58.92,0,27.13,28.73,29.76,29.97,29.02,0.096,20.37,0.125,21.65,21.92,21.71,83.7,1.04,0
"2017-10-07 01:20:00",132861,12.5,101.4,4.723,41.32,0,27.08,28.68,29.71,29.95,29.03,0.096,20.37,0.125,21.65,21.96,21.75,83.2,1.136,0
"2017-10-07 01:30:00",132862,12.5,101.4,4.068,62,0,27.05,28.64,29.67,29.93,29.03,0.096,20.37,0.125,21.65,21.95,21.77,83.2,0.776,0
"2017-10-07 01:40:00",132863,12.5,101.4,3.983,55.1,0,27.01,28.59,29.63,29.9,29.04,0.096,20.37,0.125,21.65,21.87,21.71,83.5,0.783,0
"2017-10-07 01:50:00",132864,12.5,101.4,3.885,53.17,0,26.96,28.54,29.59,29.88,29.04,0.096,20.37,0.125,21.65,21.78,21.63,83.8,0.626,0
"2017-10-07 02:00:00",132865,12.49,101.4,4.105,71.59,0,26.91,28.5,29.55,29.86,29.04,0.096,20.37,0.125,21.65,21.77,21.6,83.8,0.791,0
"2017-10-07 02:10:00",132866,12.49,101.4,3.947,63.98,0,26.86,28.45,29.51,29.83,29.05,0.096,20.37,0.125,21.65,21.68,21.54,84.1,0.539,0
"2017-10-07 02:20:00",132867,12.49,101.4,3.781,56.46,0,26.81,28.41,29.47,29.81,29.05,0.096,20.37,0.125,21.65,21.62,21.47,84.3,0.623,0
"2017-10-07 02:30:00",132868,12.48,101.4,4.328,55.26,0,26.76,28.36,29.43,29.79,29.05,0.096,20.37,0.125,21.65,21.66,21.48,84.1,0.905,0
"2017-10-07 02:40:00",132869,12.48,101.4,4.31,47.42,0,26.71,28.32,29.39,29.76,29.06,0.096,20.36,0.125,21.65,21.68,21.49,83.9,0.779,0
"2017-10-07 02:50:00",132870,12.48,101.4,4.014,45.86,0,26.66,28.27,29.35,29.74,29.06,0.096,20.36,0.125,21.65,21.66,21.48,83.9,0.717,0
"2017-10-07 03:00:00",132871,12.48,101.3,4.294,55.16,0,26.61,28.23,29.32,29.71,29.06,0.096,20.36,0.125,21.65,21.65,21.47,83.8,0.837,0
"2017-10-07 03:10:00",132872,12.47,101.3,3.771,43.32,0,26.56,28.18,29.28,29.69,29.06,0.096,20.36,0.125,21.65,21.55,21.42,84.3,0.424,0
"2017-10-07 03:20:00",132873,12.47,101.3,3.633,49.98,0,26.51,28.14,29.24,29.66,29.07,0.096,20.36,0.125,21.65,21.33,21.24,85,0.317,0
"2017-10-07 03:30:00",132874,12.47,101.4,3.741,56.47,0,26.46,28.1,29.2,29.64,29.07,0.096,20.36,0.125,21.65,21.38,21.21,84.7,0.497,0
"2017-10-07 03:40:00",132875,12.46,101.4,3.174,39.75,0,26.42,28.05,29.16,29.62,29.07,0.096,20.36,0.125,21.65,21.33,21.18,84.7,0.345,0
"2017-10-07 03:50:00",132876,12.46,101.4,3.234,45.21,0,26.39,28.01,29.12,29.59,29.07,0.096,20.36,0.125,21.65,21.25,21.13,85.2,0.16,0
"2017-10-07 04:00:00",132877,12.46,101.4,3.304,41.21,0,26.36,27.97,29.09,29.57,29.07,0.096,20.36,0.125,21.65,21.17,21.04,85.4,0.202,0
"2017-10-07 04:10:00",132878,12.45,101.4,3.317,35.36,0,26.32,27.93,29.05,29.54,29.05,0.096,20.36,0.125,21.65,21.1,20.97,85.7,0.235,0
"2017-10-07 04:20:00",132879,12.45,101.4,3.167,46.69,0,26.3,27.89,29.01,29.52,28.93,0.096,20.36,0.125,21.65,21.15,20.99,85.5,0.175,0
"2017-10-07 04:30:00",132880,12.45,101.4,3.335,47.72,0,26.28,27.85,28.98,29.49,28.79,0.096,20.36,0.125,21.64,21.25,21.04,84.9,0.396,0
"2017-10-07 04:40:00",132881,12.45,101.4,2.931,62.73,0,26.27,27.82,28.94,29.47,28.9,0.096,20.36,0.125,21.64,21.42,21.2,84.3,0.292,0
"2017-10-07 04:50:00",132882,12.44,101.4,2.93,50.23,0,26.28,27.78,28.91,29.45,28.65,0.096,20.36,0.125,21.64,21.5,21.29,84.1,0.277,0
"2017-10-07 05:00:00",132883,12.44,101.4,3.098,60.47,0,26.27,27.75,28.87,29.42,28.59,0.096,20.36,0.125,21.64,21.5,21.32,83.8,0.345,0
"2017-10-07 05:10:00",132884,12.48,101.4,3.303,50.75,0,26.25,27.72,28.84,29.4,28.54,0.096,20.36,0.125,21.64,21.64,21.42,83.3,0.532,0
"2017-10-07 05:20:00",132885,12.62,101.4,2.833,51.48,0,26.24,27.69,28.81,29.38,28.6,0.095,20.36,0.125,21.64,21.68,21.49,83.1,0.34,0
"2017-10-07 05:30:00",132886,13.07,101.4,2.804,42.81,0,26.25,27.66,28.77,29.35,28.52,0.095,20.36,0.125,21.64,21.92,21.69,82.2,0.36,0
"2017-10-07 05:40:00",132887,13.17,101.4,2.867,42.59,0,26.31,27.64,28.74,29.33,28.41,0.095,20.36,0.125,21.64,22.1,21.91,81.6,0.227,0
"2017-10-07 05:50:00",132888,13.16,101.4,2.859,40.69,0,26.36,27.62,28.72,29.31,28.57,0.095,20.35,0.125,21.64,22.61,22.39,79.66,0.145,0
"2017-10-07 06:00:00",132889,13.15,101.4,3.013,40.95,0,26.44,27.6,28.69,29.29,26.16,0.095,20.35,0.125,21.64,22.89,22.74,78.27,0.213,0
"2017-10-07 06:10:00",132890,13.14,101.5,2.71,42.04,0,26.48,27.59,28.66,29.27,28.64,0.095,20.35,0.125,21.64,23.13,22.96,76.18,0.435,0
"2017-10-07 06:20:00",132891,13.13,101.5,3.454,53.05,0,26.58,27.59,28.64,29.25,29.06,0.095,20.35,0.125,21.64,23.41,23.25,76.37,0.465,0
"2017-10-07 06:30:00",132892,13.12,101.5,3.717,58.85,0,26.76,27.58,28.61,29.22,29.06,0.095,20.35,0.125,21.64,23.75,23.53,73.98,0.828,0
"2017-10-07 06:40:00",132893,13.1,101.5,3.956,52.95,0,27.02,27.6,28.58,29.2,29.05,0.095,20.35,0.125,21.64,24.18,23.97,72.42,0.935,0
"2017-10-07 06:50:00",132894,13.09,101.5,4.364,71.29,0,27.24,27.62,28.56,29.18,29.05,0.095,20.35,0.125,21.64,24.4,24.17,70.21,1.109,0
"2017-10-07 07:00:00",132895,13.08,101.5,4.051,54.22,0,27.53,27.66,28.54,29.15,29.05,0.095,20.35,0.125,21.64,24.68,24.53,69.96,1.069,0
"2017-10-07 07:10:00",132896,13.07,101.5,4.623,64.29,0,27.68,27.71,28.52,29.13,29.04,0.095,20.35,0.125,21.64,24.97,24.7,68.32,1.309,0
"2017-10-07 07:20:00",132897,13.06,101.5,4.256,76.88,0,27.9,27.76,28.5,29.11,29.04,0.095,20.35,0.125,21.63,25.44,25.21,66.4,1.267,0
"2017-10-07 07:30:00",132898,13.05,101.5,4.348,60.07,0,28.19,27.82,28.49,29.09,29.04,0.095,20.35,0.125,21.63,25.44,25.29,67.16,1.294,0
"2017-10-07 07:40:00",132899,13.04,101.6,3.871,42.96,0,28.3,27.89,28.49,29.07,29.04,0.095,20.35,0.125,21.63,25.34,25.16,66.4,0.804,0
